2009,7,0,NA
2009,8,0,NA
2009,9,0,NA
2009,10,0,NA
2009,11,0,NA
2009,12,0,NA
2010,1,0,7.9
2010,2,0,1.6
2010,3,0,35.7
2010,4,0,43.2
2010,5,0,190.7
2010,6,0,190.3
2010,7,0,180.5
2010,8,0,159.4
2010,9,0,233.1
2010,10,0,194.5
2010,11,0,204.1
2010,12,0,7.2
2011,1,0,3.4
2011,2,0,21.6
2011,3,0,6.1
2011,4,0,191.5
2011,5,0,78.5
2011,6,0,195.3
2011,7,0,232.7
2011,8,0,426.1
2011,9,0,171.7
2011,10,0,84.6
2011,11,0,50.2
2011,12,0,7.4
2012,1,0,20.7
2012,2,0,26
2012,3,0,47
2012,4,0,276.4
2012,5,0,118.5
2012,6,0,35.3
2012,7,0,29.2
2012,8,0,402.1
2012,9,0,121.2
2012,10,0,678.6
2012,11,0,51
2012,12,0,12
2013,1,0,4.6
2013,2,0,2.3
2013,3,0,21.4
2013,4,0,68
2013,5,0,188.7
2013,6,0,95.5
2013,7,0,86.2
2013,8,0,80.1
2013,9,0,161.3
2013,10,0,207.3
2013,11,0,15.7
2013,12,0,45.3
2014,1,0,17.6
2014,2,0,13
2014,3,0,14.8
2014,4,0,38.5
2014,5,0,134.2
2014,6,0,16.2
2014,7,0,79.2
2014,8,0,259.3
2014,9,0,38.1
2014,10,0,42.6
2014,11,0,62.8
2014,12,0,1
2015,1,0,83.3
2015,2,0,27.1
2015,3,0,42.7
2015,4,0,5.8
2015,5,0,107.8
2015,6,0,102.1
2015,7,0,29.2
2015,8,0,176.2
2015,9,0,121.3
2015,10,0,90.2
2015,11,0,65.6
2015,12,0,24.1
2016,1,0,8.2
2016,2,0,30.8
2016,3,0,48
2016,4,0,204.8
2016,5,0,329.5
2016,6,0,95.9
2016,7,0,22.1
2016,8,0,132.8
2016,9,0,103.6
2016,10,0,147.3
2016,11,0,90.6
2016,12,0,48.6
